60;56.744;1.114;16.9
120;65.335;1.133;36.506
180;64.65;1.063;1.192
240;60.704;1.052;1.079
300;59.36;1.051;1.014
360;59.958;1.047;1.013
420;61.745;1.047;1.009
480;59.55;1.051;0.999
540;61.548;1.044;1.001
600;64.765;1.039;1.005
660;62.805;1.045;1.016
720;60.979;1.044;1.012
780;65.298;1.04;1.035
840;63.11;1.044;1.032
900;68.333;1.039;1.036
960;66.368;1.041;1517588171.327
1020;65.19;1.042;3476420687.67
1080;62.471;1.04;1.025
1140;63.6;1.083;42.334
1200;58.556;1.066;1.001
1260;59.172;1.088;1.084
1320;61.037;1.052;1.008
1380;65.451;1.045;1.059
1440;64.929;1.047;3.311
1500;63.968;1.084;1.026
1560;59.112;1.059;1.02
1620;62.411;1.047;2.844
1680;62.372;1.047;1.105
1740;62.017;1.044;1.026
1800;60.229;1.043;1.03
1860;64.391;1.055;1.055
1920;65.988;1.073;1.104
1980;65.723;1.041;1.032
2040;64.385;1.04;1.062
2100;61.009;1.048;1.025
2160;60.75;1.043;1.078
2220;61.877;1.04;1.031
2280;58.379;1.092;1.077
2340;64.803;1.057;1.028
2400;59.6;1.051;21.171
2460;61.067;1.044;1.007
2520;60.304;1.056;1.015
2580;59.306;1.072;1.03
2640;60.126;1.081;1.023
2700;58.479;1.052;1.065
2760;58.803;1.057;1.024
2820;63.483;1.082;774.474
2880;81.28;1.102;3.446
2940;68.623;1.155;153.646
3000;61.293;1.064;1.033
3060;62.662;1.107;1.134
3120;56.837;1.124;1.068
3180;58.012;1.06;1.011
3240;58.354;1.054;1.067
3300;60.816;1.046;2.321
3360;63.052;1.043;1.074
3420;60.324;1.045;1.026
3480;59.933;1.044;1.115
3540;58.534;1.07;1.083
3600;59.9;1.066;1.006
3660;59.156;1.048;1.009
3720;57.921;1.109;1.195
3780;55.452;1.126;1.003
3840;59.23;1.208;1.135
3900;58.553;1.061;1.009
3960;57.224;1.054;1.073
4020;59.292;1.064;1.032
4080;57.558;1.057;1.025
4140;56.267;1.058;1.03
4200;61.438;1.108;1.042
4260;60.784;1.152;1.288
4320;56.72;1.067;1.02
4380;64.012;1.222;1.253
4440;58.072;1.085;1.053
4500;68.034;1.213;1.132
4560;60.971;1.06;1.122
4620;59.638;1.04;1.03
4680;61.056;1.041;1.026
4740;66.038;1.037;1.072
4800;69;1.078;1.12
4860;63.506;1.119;1.25
4920;67.553;1.376;1.123
4980;59.619;1.078;1.027
5040;73.437;1.038;1.105
5100;73.264;1.295;1.402
5160;55.502;1.157;1.105
5220;44.832;1.287;589.998
5280;55.992;1.082;0.996
5340;55.84;1.098;1.009
5400;54.627;1.055;1.009
5460;51.223;1.05;1.017
5520;55.139;1.048;1.007
5580;55.025;1.054;1.016
5640;53.896;1.044;1.003
5700;54.945;1.043;0.997
5760;54.735;1.072;1490275.075
5820;52.78;1.074;0.996
5880;52.778;1.074;0.996
5940;52.777;1.074;0.996
6000;52.782;1.074;0.996
6060;52.771;1.074;0.996
6120;52.78;1.074;0.996
6180;52.774;1.074;0.996
6240;52.785;1.074;0.996
6300;52.77;1.074;0.996
6360;52.781;1.074;0.996
6420;52.782;1.074;0.996
6480;52.777;1.074;0.996
6540;52.782;1.074;0.996
6600;52.781;1.074;0.996
6660;52.774;1.074;0.996
6720;52.781;1.074;0.996
6780;52.777;1.074;0.996
6840;52.774;1.074;0.996
6900;52.782;1.074;0.996
6960;52.774;1.074;0.996
7020;52.777;1.074;0.996
7080;49.967;1.074;1.28
7140;47.798;1.074;0.996
7200;47.795;1.074;0.996
7260;47.802;1.074;0.996
7320;47.799;1.074;0.996
7380;47.798;1.074;0.996
7440;47.798;1.074;0.996
7500;47.798;1.074;0.996
7560;47.798;1.074;0.996
7620;47.796;1.074;0.996
7680;47.801;1.074;0.996
7740;47.798;1.074;0.996
7800;47.796;1.074;0.996
7860;47.8;1.074;0.996
7920;47.797;1.074;0.996
7980;47.803;1.074;0.996
8040;47.795;1.074;0.996
8100;47.796;1.074;0.996
8160;47.797;1.074;0.996
8220;47.801;1.074;0.996
8280;47.797;1.074;0.996
8340;47.8;1.074;0.996
8400;47.802;1.074;0.996
8460;47.8;1.074;0.996
8520;47.799;1.074;0.996
8580;47.803;1.074;0.996
8640;47.788;1.074;0.996
8700;47.804;1.074;0.996
8760;47.795;1.074;0.996
8820;47.802;1.074;0.996
8880;47.802;1.074;0.996
8940;47.794;1.074;0.996
9000;47.8;1.074;0.996
9060;47.798;1.074;0.996
9120;46.807;1.157;1.005
9180;51.688;1.156;1.005
9240;52.887;1.059;1.004
9300;55.453;1.048;1
9360;55.444;1.054;0.997
9420;54.599;1.053;0.999
9480;53.836;1.08;1.001
9540;53.265;1.081;1.007
9600;50.609;1.151;1.011
9660;53.49;1.093;1.003
9720;49.269;1.115;10.98
9780;51.882;1.075;1.006
9840;53.983;1.059;1.005
9900;58.3;1.067;1.004
9960;56.115;1.061;1.009
10020;58.3;1.046;1.014
10080;60.734;1.057;1.013
10140;54.622;1.106;2.546
10200;48.996;1.087;1.009
10260;53.218;1.091;1.009
10320;53.033;1.056;1.013
10380;56.136;1.081;1.004
10440;51.933;1.123;1.042
10500;56.728;1.07;0.997
10560;54.988;1.06;0.997
10620;56.143;1.056;1.005
10680;54.118;1.056;1.011
10740;54.308;1.052;1.01
10800;53.797;1.055;1.014
10860;52.838;1.059;1.012
10920;53.107;1.058;1.007
10980;54.042;1.057;1.01
11040;53.688;1.054;1.008
11100;53.353;1.053;1.008
11160;53.728;1.051;1.01
11220;53.352;1.054;1.009
11280;52.548;1.064;1.006
11340;53.013;1.06;1.009
11400;53.156;1.061;1.008
11460;52.219;1.065;1.006
11520;52.255;1.065;1.007
11580;52.312;1.069;1.005
11640;52.728;1.065;537533839141330800
11700;53.043;1.063;1.004
11760;52.45;1.066;1.002
11820;52.709;1.063;1
11880;52.319;1.063;1
11940;52.407;1.065;1
12000;52.101;1.059;1.001
12060;52.515;1.063;1.606
12120;51.902;1.067;1
12180;52.013;1.067;0.999
12240;51.468;1.066;0.998
12300;51.987;1.062;0.999
12360;51.343;1.06;0.999
12420;51.089;1.065;0.997
12480;51.782;1.064;0.998
12540;51.781;1.058;0.999
12600;51.781;1.063;0.998
12660;51.94;1.063;0.999
12720;51.498;1.062;1
12780;51.747;1.061;1.001
12840;50.309;1.137;1.183
12900;55.77;1.08;1.017
12960;56.436;1.05;0.997
13020;54.814;1.046;0.997
13080;53.094;1.048;0.997
13140;55.832;1.048;0.997
13200;54.084;1.046;293.496
13260;55.008;1.075;1.017
13320;56.664;1.086;0.998
13380;56.764;1.087;0.996
13440;56.762;1.087;0.996
13500;56.759;1.087;0.996
13560;56.755;1.087;0.996
13620;56.757;1.087;0.996
13680;56.763;1.087;0.996
13740;56.756;1.087;0.996
13800;56.763;1.087;0.996
13860;56.757;1.087;0.996
13920;56.758;1.087;0.996
13980;56.761;1.087;0.996
14040;56.758;1.087;0.996
14100;56.757;1.087;0.996
14160;56.766;1.087;0.996
14220;56.761;1.087;0.996
14280;56.762;1.087;0.996
14340;56.754;1.087;0.996
14400;56.763;1.087;0.996
14460;56.759;1.087;0.996
14520;56.758;1.087;0.996
14580;56.758;1.087;0.996
14640;56.758;1.087;0.996
14700;56.758;1.087;0.996
14760;56.756;1.087;0.996
14820;56.763;1.087;0.996
14880;56.757;1.087;0.996
14940;56.759;1.087;0.996
15000;56.754;1.087;0.996
15060;56.759;1.087;0.996
15120;56.753;1.087;0.996
15180;56.766;1.087;0.996
15240;56.756;1.087;0.996
15300;56.761;1.087;0.996
15360;56.758;1.087;0.996
15420;56.758;1.087;0.996
15480;56.758;1.087;0.996
15540;45.728;1.165;1486434.798
15600;38.949;1.225;30837.719
15660;51.791;1.072;1.002
15720;49.839;1.102;1.022
15780;54.547;1.056;1.001
15840;53.614;1.08;1.004
15900;53.043;1.108;1.004
15960;50.335;1.051;1.001
16020;46.521;1.06;0.999
16080;49.962;1.064;0.997
16140;51.463;1.057;0.997
16200;44.43;1.051;1.528
16260;47.736;1.074;0.997
16320;54.479;1.072;0.997
16380;55.21;1.065;0.997
16440;56.294;1.119;1.123
16500;53.856;1.071;1.04
16560;45.183;1.109;216478.55
16620;50;1.104;2.647
16680;53.14;1.109;1.179
16740;54.549;1.058;1495207711740.073
16800;59.712;1.059;4.851
16860;66.617;1.167;99.849
16920;64.725;1.168;0.996
16980;64.734;1.168;0.996
17040;64.723;1.168;0.996
17100;64.723;1.168;0.996
17160;64.725;1.168;0.996
17220;64.723;1.168;0.996
17280;64.725;1.168;0.996
17340;48.69;1.186;1.188
17400;49.1;1.068;0.997
17460;51.784;1.053;0.997
17520;50.751;1.056;1.015
17580;50.097;1.053;1.006
17640;49.983;1.05;0.997
17700;49.8;1.059;1.002
17760;49.644;1.053;0.997
17820;50.112;1.054;0.997
17880;49.695;1.058;0.997
17940;49.278;1.057;0.998
18000;49.059;1.054;0.998
18060;49.87;1.059;0.997
18120;50.416;1.053;0.997
18180;53.734;1.051;1.011
18240;50.426;1.058;0.997
18300;50.258;1.057;0.997
18360;49.738;1.066;0.997
18420;49.888;1.069;0.998
18480;50.336;1.057;0.997
18540;51.636;1.068;0.999
18600;50.281;1.049;0.997
18660;49.974;1.043;0.997
18720;49.806;1.045;0.997
18780;50.227;1.045;0.997
18840;50.736;1.045;0.997
18900;50.502;1.035;0.997
18960;50.915;1.034;0.996
19020;50.187;1.036;29400.061
19080;50.424;1.037;0.997
19140;50.292;1.034;0.996
19200;50.632;1.03;0.997
19260;50.351;1.033;0.997
19320;50.478;1.036;0.997
19380;49.92;1.032;0.997
19440;50.226;1.034;0.997
19500;49.221;1.035;0.997
19560;51.247;1.035;0.997
19620;50.145;1.032;0.998
19680;50.42;1.036;0.997
19740;50.506;1.038;0.997
19800;50.141;1.033;27933.066
19860;50.379;1.031;0.997
19920;49.695;1.031;0.997
19980;50.17;1.033;0.996
20040;49.81;1.032;0.996
20100;50.27;1.03;0.997
20160;47.855;1.035;0.996
20220;50.868;1.035;88198.191
20280;52.051;1.072;11.934
20340;52.94;1.058;0.997
20400;53.079;1.053;0.997
20460;58.979;1.05;2256.471
20520;33.954;1.123;2.872
20580;32.858;1.127;0.996
20640;51.485;1.121;0.992
20700;53.774;1.119;0.996
20760;53.767;1.119;0.999
20820;53.768;1.119;294933377.536
20880;53.317;1.12;0.996
20940;53.004;1.119;1349366665.648
21000;51.844;1.119;0.996
21060;52.284;1.119;0.996
21120;52.278;1.119;0.996
21180;51.085;1.119;0.996
21240;52.944;1.114;0.997
21300;51.859;1.08;0.998
21360;52.306;1.052;0.996
21420;52.915;1.045;0.996
21480;52.774;1.04;456698247066.265
21540;52.983;1.032;0.996
21600;53.009;1.03;0.996
21660;53.067;1.036;0.996
21720;53.034;1.032;0.996
21780;53.163;1.025;0.996
21840;52.235;1.027;0.996
21900;56.363;1.031;1.015
21960;57.183;1.028;0.999
22020;52.704;1.03;0.996
22080;51.779;1.029;0.996
22140;51.792;1.03;0.995
22200;51.782;1.029;0.996
22260;51.774;1.029;0.996
22320;53.454;1.031;136.91
22380;53.252;1.057;1
22440;51.214;1.071;1.005
22500;53.643;1.071;1.004
22560;53.137;1.047;1.016
22620;55.421;1.069;2851891.716
22680;53.091;1.072;1.014
22740;55.578;1.062;0.996
22800;54.174;1.059;1.028
22860;50.936;1.122;6556.686
22920;55.498;1.086;1.004
22980;56.657;1.082;0.997
23040;58.39;1.042;0.996
23100;52.805;1.093;5.488
23160;55.244;1.053;1.028
23220;50.795;1.049;4.519
23280;55.668;1.043;0.997
23340;55.676;1.038;0.997
23400;54.739;1.044;0.999
23460;46.773;1.059;1.935
23520;48.113;1.056;0.996
23580;50.949;1.066;1.002
23640;52.118;1.075;1.011
23700;46.034;1.099;812.744
23760;38.831;1.112;0.995
23820;43.419;1.113;17794.504
23880;53.13;1.073;0.998
23940;51.083;1.069;0.998
24000;49.192;1.124;1.72
24060;52.116;1.065;0.997
24120;50.944;1.065;0.997
24180;52.116;1.066;0.997
24240;52.827;1.056;0.997
24300;54.579;1.059;0.997
24360;57.103;1.048;0.997
24420;63.172;1.033;0.998
24480;50.699;1.132;92.711
24540;50.605;1.073;0.997
24600;44.231;1.062;1.004
24660;50.43;1.091;1.066
24720;50.575;1.083;1.015
24780;48.534;1.084;1.012
24840;46.947;1.083;17.616
24900;46.801;1.086;0.996
24960;47.416;1.086;5.467
25020;48.624;1.064;1.003
25080;52.984;1.044;0.997
25140;51.219;1.043;0.998
25200;52.707;1.036;1.002
25260;51.688;1.037;1.01
25320;51.382;1.039;1.011
25380;51.704;1.04;1.016
25440;51.828;1.041;1.014
25500;51.315;1.037;1.013
25560;51.195;1.044;1.011
25620;51.791;1.035;1.009
25680;51.116;1.039;1.004
25740;52.013;1.038;1.003
25800;53.094;1.087;11776.825
25860;53.433;1.13;1.036
25920;50.961;1.057;0.996
25980;50.812;1.043;0.996
26040;51.679;1.041;0.996
26100;51.453;1.036;0.996
26160;51.429;1.034;0.996
26220;50.567;1.039;0.996
26280;52.323;1.035;0.996
26340;51.717;1.039;1.106
26400;45.612;1.06;1.157
26460;51.365;1.045;1.009
26520;50.813;1.054;1.018
26580;51.195;1.039;1.005
26640;51.131;1.038;1.011
26700;52.476;1.036;1.01
26760;52.353;1.036;1.009
26820;52.24;1.035;1.009
26880;52.134;1.037;1.013
26940;52.953;1.038;1.013
27000;52.432;1.036;1.011
27060;52.134;1.038;1.012
27120;51.939;1.039;1.012
27180;48.622;1.04;1.073
27240;48.275;1.064;361258540.738
27300;50.048;1.053;0.998
27360;50.913;1.048;0.998
27420;50.106;1.048;0.998
27480;51.498;1.041;0.996
27540;51.777;1.04;0.996
27600;51.759;1.04;1.201
27660;44.649;1.095;1.102
27720;50.652;1.041;1.014
27780;49.616;1.039;1.002
27840;50.589;1.047;1.041
27900;53.598;1.066;1.012
27960;52.431;1.047;1.014
28020;51.038;1.048;1.012
28080;52.185;1.046;1.014
28140;53.069;1.039;1.014
28200;52.148;1.094;1.017
28260;54.118;1.055;1.016
28320;48.934;1.065;3.745
28380;51.5;1.045;1.004
28440;52.47;1.047;1.004
28500;52.207;1.048;1.01
28560;52.755;1.049;0.996
28620;52.658;1.043;0.996
28680;56.187;1.053;0.996
28740;60.082;1.064;3528.324
28800;52.492;1.066;0.997
28860;54.594;1.051;0.997
28920;55.394;1.049;0.998
28980;55.401;1.051;0.997
29040;52.909;1.073;0.998
29100;57.232;1.054;0.997
29160;54.324;1.058;0.997
29220;57.711;1.047;0.997
29280;58.137;1.043;0.997
29340;53.414;1.048;1.091
29400;47.524;1.062;1.036
29460;51.974;1.065;0.999
29520;50.568;1.062;0.997
29580;51.78;1.063;0.997
29640;55.603;1.059;0.998
29700;58.708;1.05;0.997
29760;57.569;1.046;0.997
29820;56.207;1.04;0.997
29880;56.509;1.043;1.784
29940;49.004;1.049;0.996
30000;51.909;1.075;0.997
30060;53.835;1.045;0.996
30120;51.487;1.052;0.996
30180;47.311;1.062;0.996
30240;39.836;1.185;0.998
30300;45.458;1.189;11.819
30360;40.738;1.184;2.059
30420;40.672;1.166;1.418
30480;45.425;1.13;8.601
30540;40.022;1.226;1.067
30600;50.594;1.114;0.998
30660;48.787;1.094;0.996
30720;48.791;1.094;0.996
30780;48.787;1.094;0.996
30840;48.791;1.094;0.996
30900;48.79;1.094;0.996
30960;48.789;1.094;0.996
31020;48.792;1.094;0.996
31080;48.787;1.094;0.996
31140;48.791;1.094;0.996
31200;48.787;1.094;0.996
31260;48.791;1.094;0.996
31320;48.789;1.094;0.996
31380;48.79;1.094;0.996
31440;48.791;1.094;0.996
31500;48.791;1.094;0.996
31560;48.789;1.094;0.996
31620;48.798;1.094;0.996
31680;48.789;1.094;0.996
31740;48.787;1.094;0.996
31800;48.791;1.094;0.996
31860;48.789;1.094;0.996
31920;48.785;1.094;0.996
31980;48.79;1.094;0.996
32040;48.791;1.094;0.996
32100;48.785;1.094;0.996
32160;48.79;1.094;0.996
32220;48.791;1.094;0.996
32280;48.786;1.094;0.996
32340;48.795;1.094;0.996
32400;48.789;1.094;0.996
32460;48.788;1.094;0.996
32520;48.789;1.094;0.996
32580;48.785;1.094;0.996
32640;48.791;1.094;0.996
32700;48.789;1.094;0.996
32760;48.791;1.094;0.996
32820;48.785;1.094;0.996
32880;48.786;1.094;0.996
32940;48.791;1.094;0.996
33000;48.792;1.094;0.996
33060;48.782;1.094;0.996
33120;48.787;1.094;0.996
33180;48.796;1.094;0.996
33240;48.786;1.094;0.996
33300;48.789;1.094;0.996
33360;48.788;1.094;0.996
33420;48.789;1.094;0.996
33480;48.788;1.094;0.996
33540;48.788;1.094;0.996
33600;48.788;1.094;0.996
33660;48.789;1.094;0.996
